Tweet,Emotion
Bhi ajj mara birthday ha koi gift nahi daka SUBSCRIBE please gift,Sad
Bhai don't disrespect women. Baki song no h. Love from imran Khan fan.,Sad
Oh ho lag raha hai payment hold pe hai. Republic walo ko try karo waha vacancy hai Dalai ki.,Neutral
Ine news report kuttu ko kiu nhi huth hai Corona,Anger
But comparatively pakistan and india mai aisi hawas zada hai,Anger
: Bs me ab kisi ko crush bnaon gi phr roz usko stalk kya kron gi,Happy
"This is just a flue according to our Handsome PM , even his own party persons are grieving over his statements and decisions taken to curb covid. PM hume kya hum to paharion ma mazay la rahy hain .",Anger
Modiji...Jinka danka baj raha hai #Corona se fight mein.,Neutral
"I totally agree. Modi will never give a press conference. Phattu hai. Priyanka should and take these sanghi' head on. All they know is to criticise or politicise. Khud kuch karenge nahi, kisi aur ko karne nahi denge.",Anger
Nice video bro Bro but plz Islam Kay baray mein video upload kuro Dont mind,Happy
"PTI: Governance mein mukabal Sidh ki corrupt hakoomat se, Economy mein Ishaq Dar ki policies se aur Corona mein China aur America se. Why r you ignoring examples of Vietnam, Kerala, Srilanka and Nepal? They have contained virus better than most countries and are opening economies",Neutral
Sb se pely ye tu btae k esky zimawar kon hai... Education minister kon hai,Neutral
Iftari ke baad aese cheezain upload kia karo bhai,Neutral
"AOA every one mary pass samsun note ha gb and gb dual sim agar kisi nea oppo reno pro g main exchange karna ha to rabta kary ,from swabi, abbottabad only",Neutral
Agar Koi Honor X /64 GB Red Colour Me Sale Karna Chahiye To Whatsapp Naqi Lahore,Neutral
sir kindly bata dain ky wo students jo last year rd year main pass hain or un ki first year yah second year main supply hai tu un ko exam dayna hu ga yah wo b pass hu jain gaay,Neutral
Im sorry apke sath prank hua hai camera me dekh kr hath hila dein,Sad
Yar video dekhne ka maza aya salute to the great Quaid-e-azam,Happy
"yay... the king of rappers is back... hit like if u love the song... Badshah, Rafftar, Emiway sab ki chutti ho gyi...",Happy
Reality TV walay tera mu kala. Fake information. Tum ko sharm kerni chahiay Shame Shame,Anger
I think sana is in punjab.. background toh uncle ki videos me bhi aisa hi hota h na???,Neutral
Yeh Tu time btayega tum logooon koooooo,Anger
Salo jaldi upload karo naa... Can't wait,Anger
Or hum ap k in leaders per lanat bejty ha g,Anger
"Bakwaas Bund karo KUTAY Amjad Khan, Nawaz Sharif ke zur khareed ghulam. Tum jaisay logon ki nasloon sirf ghadaar he paida hotay hein, Ganday, Ghatia khoon se aur ho b kia sakta hai. Jinko Nawaz Sharif Jaisa Ghaddar Hero nazar aye, Unki Dozakh tu dunya se he start ho jati hai...",Anger
purisrar ka Matlab Kiya hota Hai kindly explain.,Neutral
Tumhara idol jisko puchta tak nahi hai uska sath dete ho tum logo ki wajah se fandom fight hoti hai sabko pata hai unnecessary target sana bani hui hai whats app grp ki agar sid ko koi kuch kahega to tum kya karoge bolo,Anger
AA mjy j3 ka panel chiye origanl agr kisi k pass koi dead set ha tou rabta kry,Neutral
Subsidy to scandle nahi banta yaha export ka masla hua keh kiu ki gai jab sugar thi hi nahi itni. Ap inquiry report ko chorain pehlay scandle pe gor karain keh hua kia!!,Neutral
Market m aag laga dege y song Yo yo page kaa,Happy
Food blogger hmare aajkal khaana bna rhe,Neutral
nice se nice super se bhi upar yo yo Honey singh is indian rap Goder,Neutral
Walaikum Salam brother am your biggest fan aap ki all videos bar bar dekhi hn magar phir bhi dil nhi bharta nice video plz bro mujhe heart zror dain plz plz,Happy
Mene ye mobile use kar raha hu saal ho gye h,Neutral
Bilkul.. Jaise khud jail me hai waise sabko sath lekar jayenge.,Neutral
Kon h ye bc.. dislike krne wale Raftaat fan ? Badshah fan ?,Anger
Yae American singer and actress hai,Neutral
#carryminati #BJP #NarendraModi #amithshah Ab ye bol raha hai ko BJP join kra dete hai,Neutral
Please pehle tum pehle tum ke chakkar me koi kuchh kar hee nahi raha hai. Jisne bhee follow kiya sabko follow back de diya hai sab check kar sakte hai Jisko follow back chahiye sirf wo hee follow Kare,Neutral
: KIA SHAAN HAI Hazrat Aisha R.Z AMI KI ALLAH HIMSELF chose her for HIS beloved .(MUHAMMAD RASL ULLAH) ASWJ Official Trends,Neutral
"Modi lockdown mein WFH hai, kya karein? Team lets go live Modi what will I talk about? Team who cares? #PMModi",Neutral
Pehly iskooo sambhalooo Isskiii Tu legs pay kaam nhiiii krrrr raheeen,Neutral
Agar ap ko yad ho ap kay wuzraa barish hony ka credit imran khan ko de rae th kisi zamany main :/,Happy
"Sir Mera pichlay saal rd year ka aik paper reh gya tha baqi sb paas hain,to kia mujay bhi promotion milay gi?? Please sir reply",Neutral
Girls ke faces dekho wo kitni khush hain ab ye jhooty propaganda band kro kbhi sach bhi bolny ki himmat kro,Anger
Friends is k back speaker ki awaz bahir to Nai ati Contact nomber memory and SMS memory kitni h,Neutral
bhai zabardast kahani sunany k liye suhkria. mujhy asi hi jasoosi ki kahaniya pasand hy. thank you reality tv.,Happy
Mein bta deta hu kya krega. Tum toh jo sochte ho vo khrb mein din rehta hai toh agr tum on ground kuch krte toh hme dik jata ghr bethe he. Dusra transport agr sarkar k pass hai toh kisi k baap se nhi le rha hai. #Bahanebaaj Himmt hai toh jwab de deh ghumna mat bat,Anger
: Me : Modi ji economy gir rhi hai Modi : Announcing package #ModiBestPmEver #AatmanirbharBharat #PMModi,Neutral
main bhi saal tuk pizza kah sakti hu beacz i love,Neutral
Kab Kiya mustard gadaron asal gadar tou aap log ho Jo apni maan behn ki hifazat na kar sakte uss se bhe barh ke koi besharm josakta hai,Anger
Amna Usman Haq pr haan apko kesi ka ghar aesy nahe kharab krna chaye thaa...,Neutral
G many ap sy kuch pucha tha please help me,Neutral
wrong !! yha paisa harek bhartiye ka h. log donate kr rahe. garibo ko khana khila rahe h. tax de rahe h. aap kaise insan h bhai?? corruption ko badawa de rahe ho kya??,Anger
Ab new year new hoga,Neutral
: The blue goti needs +6+5 to kill my goti.. Ludo king : ye lo +6+5 #KehGayiSorryTomorrow #KehGayiSorry #lockdown #Ke,Neutral
Abbey ChuChu aisi kitni video teri army ki YouTube pe dhakke khaa rhi hai girebaan mein jhaank Ramzan chal rha hai,Anger
Wwe is not fake its scripted how like jaisa ke koun se wrestler ke sath kounse wrestler ko ladana chaiye but fight is real but of the matches were fix,Neutral
Samajh to teaser #3trending par hai to socho song ka kya hoga One and only yo yo honey singh,Neutral
#SidHearts #siddharth ... Sidarth ka addiction aisa hua hai ki koi Bollywood actors ko dekhne ka Man hi nahi karta because he did marvellous job in bb3 without script.. Miss u baby,Neutral
Sir Mashallah bhht acha kam karae ha Government Mayri ak choti c request ha please do something for disable persons Tamam disables ka data MA MOJOOD HA so disables ko is program ma tarjeeh di jani chahiyea,Neutral
Bhai aa gya sbka bap kitna wait krwaya honey bhai koi na tik sakta aapke samne Always no star,Happy
Ye antipsychotic medication leke dekhiye ....kai baar khane mein bhi milaya jata hai as medicine aap sare dharm ki teachings bhool ke chillayenge: Qutan! Google it!,Neutral
Kis kis ne like share Kar Diya YO YO! HONEY SINGH,Neutral
Ufff jab b yh song dekhti hun to ansoo control hi nhi hoty jist love the video and the song tooo..its a masterpiece,Happy
Koi nahi milta hai bas Padne ko news milti hai,Neutral
Tum baas apna naam kamane ke chakkr me sabpar kiichad uchal skte ho aur kuch krna tumhare bas ka nahi.,Anger
Ak zamana tha kisi ka account suspend hota tha sab us ko ff daity thay k ghareeb ka account suspend ho gaya follow kar lo foran k k karwa daity thay paata nai ab wo log kahan hain... Mar gaye honay corona se!!!,Sad
Boht achi video ha thanks you make for us,Happy
Aa gya shera.....ab badshah ka kaam khatam... Back with a bang #Yo_Yo_Honey_Singh,Happy
rap ka god apna sher one and only yo yo honey singh,Neutral
Hm job contrct py the..hm logo say ehsas program me pora mahena duty krwa k hmari mahenyn ki tnkhwa b hazm kr gye hain ap log..ab kaha ja raha ha tnkhwa wapis chali gai...permanent job walo ko tu hr month st say phly pay mil rahe ha ..,Anger
: #ReplaceMovieNameWithLockdown Modi ji : mene lockdown kia.,Neutral
: I am just so cringe at people who were out in markets today for eid shopping like konsi eid dunya mar rae hai inka flex n,Sad
courage the cowardly dog dekha hai,Neutral
Myn nay yeh set sell karna hai Good condition mein hai final Gb Ram and Gb Rom contect at my number,Neutral
S2 available dabba pack agar kisi ko chahye to contact kare .,Neutral
umeed ha ke ap jald hi million subscribers hasil kar lein ge and video is nice,Happy
Sai ha ya ghalat shehnaaz ka koi lena dena nai is se.. so humarey bat krne ki b zrort ni is py... these are political issue,Neutral
Again lajawab video.Allah bless u,Happy
Reality tv please clash of clans game ka upper ek video banao please I am a big fan of your chanale,Neutral
Chlo yaar karte hai pakka dia lockdown ne,Neutral
#ShehnaazGill We will always there for u. we love u a lot Aap ke hr bure or ache waqt me ...hum apke sath khade rahenge God promise..we will Support u.&amp; always with u. #ShehnaazGiIl,Neutral
Maharaj home delivery to aap ki hi party ne chalu kari hai #Punjab m unko direct bolo aap ki to sunege...,Neutral
Keep it up aik or dilchasp video mein umeed karta hun aap ka channel Pakistan mein no#1 ho jae ga!,Happy
Spiti ke side kahi le thi kya,Neutral
Fake news hai aisi koi regiment thi hi nhi azad bharat mein to wafadari ya gaddari ka sawal hi nhi uthta .,Neutral
Bat sahooliat ki ni jail to jail hoti hai jab kise prindy ko pinjry me bnd kr dia jay phr usy ap Jo Ji ay khilao un ko psnd ni ay ga lekin free life me wo am khana kha kr bhi khush rahy ga freedom is a good thing bs itni si bat hai,Neutral
Lmaooo thoray der pehle is M kitna jaldi increase ho raha hai,Happy
Bhai tmhra fan hi hu m saare songs sunta hu fav h sb pr iss gaane me kuch h hi ni blkl bhi psnd ni aaya..so sorry,Sad
Kuch garbar ho ria hain YouTube pe because iska view baje tha aur mere friends ne dekha :30 baje aur unke dekhne k baad v view hain kuch garbar hain views aage nahi baad rahen Hain,Neutral
Mjhe psnd aya sir ka b.....main hoon hero tera mjhe sir ka jda acha lgta h...,Happy
Q mobile Lt mere hissab she kisi kaam ka nhn hai yeah hang bye hta hai,Anger
"Maut Ya zindagi ... ""ALLAH better knows""",Neutral
Kab aye ga wo waqt blke kabi nhi aye ga,Neutral
Yr friend Rauf Klasra dosro pe tu bht criticism krte ha laken jab koi un pe critcise kare twitter tu straightaway block karte ha.. what a level of journalism,Neutral
Modi ji ne order jari kar diya hai aaj ABP news ko ki aap kuch to sach dikha sakte hai...lekin kal se wahi purana Hindu muslim.n Bharat pakistan dekhao ...real nahi dikhna chahiye,Anger
Ye jitni b Tayyari karle...ALLAH ki Marzi aage inki nahi chalegi....mout inko dhondte hue aajaygi......Excellent information. ..JazaakALLAH...,Neutral
If PM take notice than i think police take strict action otherwise imran khan I dont think any have corouge to take action against mafia At the End mamla rafa dafa ho jana h,Anger
sir ap real hero ho ap ne mazdooro ke liye jo kiya bohut accha sab ghar ja rahe hai sab apne famly se mil pa rehe hai wah sir wah love u sir,Happy
Is profile pic me to pahna hua hai ! Kisse darti ho ? Come on with out hijab. The world is very beautiful beyond Chuslam,Neutral
ise hi rapping...kahte hain...koi bhi nahin hai...honey singh jesa,Happy
views count hang hogaya...,Neutral
Yani k japan mai doctor k pas janay k bjai banda Toilets mai chala jaya kro... How sweet,Happy
tmhri zindgi pakistan se compare krne mein khtm ho jayegi or china america se bi aage nikal jayega,Neutral
Wah wah kya keh diya aapne. Bjp ne abhi tak lockdown kiya ab lakh se uper lockdown hata diya. Tabligi matter close hua ya nahi abhi tak aap bolne se rahe. Lekin sawaal karna to bjp ki galati dikhane par apna ego aa jata hai haar kaise jayegi bjp. Qki bjp ki har apni haar h,Neutral
iske sath aur log hn .. they dont have earnings right now . Please help them to reach there hometown . Lucknow,Neutral
: Phr tum mujhe add kr dena theek hai?,Neutral
It is real There are many cases in hospitals Ask those Who are affected Ask those Who have lost their loved ones Ehtiyat say kuch nahi jata...!!!,Neutral
Me Karachi se ho agr koi bhai hot lite sale karna chahta hai to contact kare,Neutral
Baaki saare students Jo job dhund rahe the unhe to Aapke channel ne job de Diya hai na?,Neutral
#ArrestSambitPatra Iske liye mental hospital hi best option hai.,Neutral
"Masomana sawal report k mutabik cheni /kg honi chaheay ab report bhi aa gai, cheni ka rate kb fix hoga?",Neutral
"Chal bhai itna ro raha hai to maan lete hain. What about POK? Uska to ghanta koi proof nahi hai tumhare paas,attack kiya tha tumne",Anger
Luteray hain yeh sb sirf #SelectedInBilawalPhobia,Anger
Acha song hai ye bc,Happy
"Please dhyan de es gadee ke highlight area ko,eskee janch honee chahiye",Anger
koi samsung A3 (27) fingrprint lock sale krna chahta hy to btay pz achi condition wala just whatsapp msg and pic,Neutral
"shab, wade ke pakke rahyien: Inko container dien. Jo mashwara humhe dete hien aus per khud bhi amal karyien or Ghabrayieen na! #NABGardiNahiChalegi",Anger
That's the main issue.. PTI is divided into lots of groups... There are lots of people in PTI Punjab who don't like 's team bc it is run by Karachi's people. That's why it does not get lots of RTs n FVs. PTIOfficial hardly ever gets K FVs just bc of this grouping,Anger
Kes kes ko video achha laga like karo,Neutral
BC India me aisi video bna k toh dikhao u r not level up Jo koi Soch Nai skta is what u do yyhs,Anger
Bhai ap great ho ma ap ki har vidoes dakta ho and i love it,Happy
"oh uncle Parliament k har ijlaas me PM aana zroori hota h, nae aana to ijlaas na bulate, khas krk jab Health Minister bhi PM ho... pta kux nae hai aajate ho sikhaane k lye... jab qanoon ka nae pta to beech me taang araane nae aaya kro.....",Anger
One more superhit song by guru Randhawa....mje la diye bhai,Neutral
Sr me ik jwan hu be. Rozgar b ya to loan dy ta k apna karobar kru ya sr plz,Neutral
Bhai please apni picture dikhao please my name is muhhamad talha,Neutral
Ops! mazaq kia tha or apne to pic bhaij di,Happy
Fake video hai jhoot mat Bola Karo yhar sab video me shame on you,Anger
Sir apki video share ki ja rahi hai...the man who sharing is followed by k,Happy
Is there anything you can not do? This is what journalism is.... rest chillate to sabhi hai prime time k naam pe,Anger
Lockdown ko sahi tarike se khola jaaye kyunki Eid a rahi hai aur Eid ke samay Corona aur fail jaega,Neutral
Jo jo comment padne aya hai thoko like,Neutral
amazing bhai aj kal ap ka jawab nai arha ha inbox me,Happy
M in love with this song.. I can't understood the whole language of this song But jitna samji. Sunke... Pyar agaya from Nepali love Punjabi songs,Happy
Ali baba of curruption Niazi daboo. Chalees chore aur punjab k dakoo bhi Niazi ko khilatay hain. Saray chaure aur dakooo hakoomat main hain saray mafia aur stockists support Niazona virus. Niazona virus is dangerous other than crowna virus in Pakistan,Anger
"Aoa, i have Sale Infinix Smart-4, in Month Warrenty & Leather Back Cover, with all accessories, Demand /= Final, if anyone want to this then call me, .",Neutral
Kis kis ko ye RACE ke trailer se more exiting and better laga,Neutral
": #MOS_DrSingh_HelpUs sir saal se CGLE k liye mehnat krke / score kia, lekin SSC ne notifica",Neutral
majority artists of the world at the end apni life ke akhri hissa ziada ter gurbat me hi guzar dete hain ... strange and sad truth of showbizz in whole world... (under hi under bohat jhol maal hai dada log is feild me),Neutral
*Guests to their year old kid* Beta koi shararat na karna yeh bhai bhoot hai *After minutes* Me kid,Happy
: Kal song kis ka aa raha hai and promotion kis song ka ho raha hai.. Ye hi proof hai ye song sana ke dil ke kitne karib hai,Neutral
sb ka bap is back yo yo,Happy
Aap sir reality hero hai,Happy
Ek no bhai....honey singh jaise koi nhi...thanks for come back,Happy
Bhai gaane ki kam khushi hai tumare back ki Zada,Happy
yaar people of indian subcontinent never forget their roots. kya karay hava he waisa hai,Neutral
Sorry auto correction sindh government sy aik question poucha tha k apny sindh mein kya kiya hai is tarhan ka kch... Us k bt yh an ho rha,Neutral
: Ventilator pe jaana na jaana Allah k hath me hai lekin suit khaadi ka pehna hona chahiye.,Sad
Bhaaiii ap shughaal ni lgaaty class main?,Neutral
One of the best YouTube channel.. knowledge Ka sAth sAth entertainment b Hota ha,Happy
jis tarha UP mein school mein bacchon ko daal ka paani pilaaney ka news dikhaane per FIR hoti hai waise hi.....,Neutral
Kyuki tum satta se sawal karne ke layak nh ho madam,Anger
this lab is established in PTI tenuor Kuch Sharam hoti hey kuch heya hoti hay.,Neutral
Kamal hi kar diya. What a great analysis. % correct,Neutral
"Ek approach centrist bhi hoti hai, remember?",Neutral
ye muslim ladka hai ya hindu bs reply dedo iska ....mujhe nhi pta isne kya kiya,Neutral
Joke chal raha hai logo ke sath,Happy
Bss apna time pass krrhe h... Or kuch nhi.... EMI ke lockdown se kt rhi h bss duty bnd hue salary bnd or sab km horha............. Kha se lai paise.. Home credit wale interst lgane ki bt krte h... Koi relif h hi nhi........,Anger
Love movie ka song hai We r made for each other,Neutral
Tiger is back..... But neha kakkar ko nahi lena chahiye tha gane me boring kar dia gane......lekin bhai ne come back kiya iske liye bht khush hu......thoko like,Neutral
Savita sharam aayi kya vedio dekh kar mar Joan saare politician,Sad
Sir Kakatiya cement me kya kare,Neutral
Lockdown or lakh crore package? Or both? #8pm Ji kya plan hai ajj ka?,Neutral
Bahi yi Such story kis wepsite sai milty hai plz mujy batai Mujy story bohat achay laghty hai Plz i wait for reply,Neutral
#BilawalBhuttoTheLeader Main duagoo hoon speaker National Assembly ke speaker ke lye.,Neutral
Main ne episode Dekh liye he,Neutral
"""Dick"" tum yahi dekhna chah rhe ho na....",Anger
Petrol prices km hone ka awam ko faida ni hua ha. ap log sugar mafia flour mafia say tu larr rhe per main items ghee oil bakery dairy medicines rice etcsb items pay koi cutt ni lga wo petrol jb tha tb b wohe rate ha tb b yehe rate,Anger
Yar ye sub IK k bogaz may kaha hai Jibran Sb nay.. q k imran khan nay drama nashar karnay ko kaha ta.,Neutral
bhai ji ajj he lia hai bhout perfect working hai gb ram hai or price bhi cheap hai...,Happy
ossm song my fvrt guru chaa gai aptp,Happy
"tm log sirf indian aur kashmiri muslims k liay sher ho,le ao army kis ne roka he.",Neutral
Song brilliant Video owsm Lyrics kya baat ay,Happy
king is back abhi sare rapper side mai ho jao sherrr agyay hai shikar karen saal baad yyhs,Happy
Very nice video bhai. Bhut acchi intrusting info di aapne . Best,Happy
Music mast hai song ka,Happy
"Leader bar bar btain nhi action laita ha,bht afsos ki bt ha hum sirf aik Taqreer say fan ho jty hn,, is Taqreer ny mulak ko tabha kr dia ha hum khushian mana rhy hn",Anger
se pahle Pai Pai ka hisab mangnewala Fakir aaj apna Jhola kyo nahi dikhta hai?,Anger
Lockdown . ki nayi guidelines ki wajah se kahin community transfer toh nahi start ho gya.. please verify,Neutral
"*Light jaany k baad* Other Countries: O shit.! Pakistanis: Bahir jaa k dekho, sb ki gai hai ya sirf hmari hi gai hai.?",Happy
G main ne to add deki hn,Neutral
YouTube hang ho gaya pichle minutes se viewes badh hi nahi rahe hai Yo yo ka pawore #hangyoutube,Neutral
#DhamkiJihad latest version just launched... come on jihadis be a part of this... trending hai ye,Neutral
"Be courageous and humble to admit in the holy month of Ramadan. Allah ko Jaan deni hai ap ne , agar legit business ker rahay hain to baaki saray karobaari idhar haram kamatay hain? Unki sugar mill kyun nahi lag gayi sirf ap kyun capture kr k bethe hain industry ko? Cartel hain ap",Anger
Kuch h.... Bhai ka song,Neutral
"kg RDX kaha se aya India me jo R&amp;AW nahi pata laga paayi? Ye capabilities hai ""Intelligence"" ki? It did not stop on that, you know who did so much politics on death of those jawans.",Anger
Ab toh dusre virus ki utni hi izzat rahe gayi hai jitni science practical ke baad lab assistant ki #coronavirus #corona #Covid_india #COVID9 #ChineseVirus #Lockdown4,Happy
Nh Madam Ye Safar Bht mushkil hai,Neutral
Nice Video Brother And Thanx For Much Information.... possible ho Saky to FRANCE K Related koi Video Banaye...,Neutral
Bravo! Bht Achi video Hay!!! It gives me more information,Happy
Clear kya bhai pad le,Neutral
"Khilaya nahi to bharosha kahan se jeetega banda aaj tak matche start kiya hai PL mein saal mein. Usko , , mins ke liye laatein hai field par...kya kare aakhir.",Anger
amazaing story.. humy is trha k hairat angaiz kahaniyan boht pasand ha....,Happy
mery pas q w0 dead halt mn para h. us k power button wali strip kharab hogai h. baqi lcd touch kit okay h. agr kisi k pas dead set ho to mujhy sale kr skta h chahy to mujh sy purchase b kr skta.city sargodha number,Neutral
: Sir supply waloon ka bhi sochain sirf aik subject ki wajah say un ko full nd year or st y,Neutral
: st pic edit hai gawar,Anger
Bhai jaan ''Malik'' ka pawa ha! Wo bary bary politicians ku chup krwa deta ..tu yeh kon hen,Neutral
Fauj un k khilaf Kam krti hai Jo Pakistan k khilaf hn baqi FIR katna police ka Kam hai ab daikhty Hain police Kia krti hai,Neutral
Baap to baap hota h. love u bro yyhs,Happy
Want to know about the true face of new Pakistan? Watch the video of that bitch aka Colonal Sahib ki Bv. Lolz.. Youthion ko saanp songh nahi giya balke gaf main chala giya hai..,Anger
"kyoki kahi se bhi kuch achcha, positive mil jaye to lapak lena chahiye...",Happy
You are the hero of Pakistani Youtuber...aghr ho saky to part be bnaiye esi he video ka amazing video bro as always Ma Sha Allah!!!,Happy
Guru ur voice is awesome...... Keep it up... Abhi bohot record banane hain.. all d best..,Neutral
Tu debate's main akar Muslims ko badnaam Karna chhodhdey....mere jitne Dost hai sub kehtey hai yeh farzi mullla humain kabse represent Karne laga?Aur isey Muslims ko represent Karne Ka haq kisne Diya hai?..Tera Sahi hai maan na maan main Tera mehmaan...,Anger
: Iss hisaab se toh ek coach mein sirf log baith payenge! Itne hi khaade bhi ho gaye toh log First station pe hi metro,Neutral
Aur politicans ??? Wo Kon sa qanoon follow kartay hai kitne ghareebo love apni gari ke neeche rond dete hai,Anger
Want to sell this phone of mine... In excellent conditioned.. Never faced any problem so never opened or repaired.. Original charger.. Original casing. Final price . Selling only to Have a change.. Otherwise no issue at all. Serious buyers contact.,Neutral
bhai meri bhi help kr do m bhi ek ladki se pyr karta hu uske ghr wale saal se pgl bna rhe h shaadi Nhi kr rhe lakin plz bhai help ye uske bhai ka no h plz aap hi smjhao ki ab kr de shaadi plz bhai smjhao isko ki kr de ab kiya pta aapke bolne se kr de,Neutral
"#MOS_DrSingh_HelpUS hume bss itna chahiye ki SIR aap SSC ko bole ki hmari checking notification k hisaab se ho, naaki exam se phle introduced new instructions jinka hume kuch idea b nhi tha. Please save us. Result CGLE result without UFM Imaginary.",Neutral
Follow aur follow back k ilawa bhi aur koi baat hoti hai kernay wali,Sad
sir plz hum intermediate k students ko promote kren hum saal k papers sath nahi de sakte plz,Neutral
Aslam o alikum Tasawuf wahid tarika zindgi lecture kis book main Jazak Allah,Neutral
Ar thori c self respect jo Hoti h uska kya karain gy?,Neutral
Bhai Mujhy Pata laga tha ke un ko Aik lack wazeefa per year dyea jata ha aur ghar Ki halat bhi thek Ni plz tell me the truth if possible,Neutral
End hi krdia bhai ne,Happy
Supr hit song kis kis ko song acha lga Hik like,Neutral
Rap ka badshah vapas aagaya Hit like if you agree,Neutral
Sab rapper ka baap is back na ab koi emiway aur na rafftar ab to bus market me hai apna babber sher,Happy
Aah modi Ji ko bolo Ki aab domestic flight bi chalva do mujhe Jammu Jana hai,Neutral
He is motivating... tumhain main paal loon,Neutral
Agr koi y9 tak kuch months warranty k sath lahore mein sale karna chahta hai to es num par rabta kary. Set ok hona chahia plz,Neutral
: Itna nhi smjh paye ki kyo bol rhi h bhula dunga ko stream krne ko to dimag ke dhakaan kholo au,Anger
I want to sale infinix hot note pro x1 if anyone interested to buy then contact me only.Mirpur mathelo Sindh.7,Neutral
all are good ka option ni h. isliye vote ni kr paye sawal aur option dono glt,Neutral
Job na jaaye...baaki lockdown se koi prob ni hai apne ko,Neutral
Believer English Whatsapp Status Watch Here: Yar Thora Support Krdo.... I Need Subscribe........,Neutral
Kya hua tha inhyn please?,Neutral
Mera weight hp gya h bhari,Neutral
Ab mujhe search karna parega k ye ha kya,Neutral
Super dupeerr hittttt brroooo . Me hu sher ghass nhi chadtaa,Happy
Mujy ye kam rate me chahye,Neutral
Is mai tumari galti nahi hai tumaraa media tumu yeh sab mai lagai rahkta hai or haqeeqat pta nahi chalny deta kabhi jaao bcc or aljazera ki news suno imran khan ko world economic fouram ki president banaya gaya,Anger
Hello sir apka work bht bht acha hai your videos mak my day thank you so much reality TV Pakistan Best you tube channel My ALLAH gives you long god and health life Ameen,Happy
: #MOS_DrSingh_HelpUs Please hmara matter bhi minute k liye tv pe dikha,Neutral
Is Maunmohan Robert mei abhi bhi battery charge hai?,Happy
Pehly Balochistan aur Azad kashmir wali movie tu bna lo,Neutral
Kuch nahi hoga. Pakistan Malik Riaz jasay logo ka hai...,Neutral
Nahin aj ek transmission mein btya gya hain woh masjid mein baith skty ghar mein ni,Neutral
"Salam , Just to let everyone know k ye jo pictures es video may hain ye unki apni real pictures nahi hain. aap khud sochain mai kaisay kisi ki pictures yahan laga sakta hun. ye pictures sirf story telling k liye lagai gi hain. story is real but pictures are obviously fake. kuch log keh rahay hain k ye bhi tu kisi ki larki ki pictures hain....lol ...ye aik famous indian model and actress hai jiski pictures apko google pr mil jain gi . thora si logic aap khud b istemal kr lia karo",Neutral
Nobody: Me to random stranger: are ye song suno plz. Youll love it,Happy
yo yo is back bki singers ki ab jane ki bari a gyi,Neutral
Ye femenist whi ldkiya h jo dusri ldkiyo ko hmsa nicha dikhate rhti h looks n kpdo ko lekr... I mean phle khud ldkiyo ki respect krna to sikh lo fir kisi aur se expect krna...,Anger
#MOS_DrSingh_HelpUs Sir corona se itna darr ni lgta jitna SSC aur UFM se lg rha h.. Please help kijiye hmari..,Sad
#PMCareGate PM Chor hai,Anger
"Sir, kya aap Punjab main ho aajkal..?",Neutral
abb rafaar badsha and guru bhagooo... Q k agaya yo yo Yo yo honey Singh,Neutral
kisi ny honor play se exchange krna ha to please contact,Neutral
I love u meri laaaalo I love you so much....aesa kabhi nhi hogaaa....mein kabhi na badlunga tera he rahungaaaaaa,Happy
Charsi khan kuch comedy to kar de sab bore ho rhe h,Anger
Ye wahi log hai jo bolte they bhukhe reh lenge magar vote modi ko he denge....lo maze bhai abhi to aur achey din aane wale hai lockdown khtam to hone do...,Anger
bhai kya gaata love u bro,Happy
"PML(N) ki govt hoti, CM shahbaz sharif hota, tou abi tk FIR b ho chuki hoti, aur shahbaz sharif Uzma meri jaan k ghr sy b ho aya hota.",Neutral
"absolute wastage of money..... kae khandan pal saktay hain .... musalman marr rhay hain syria main, palestine main.... aur yahan musalmano ki ayyashiyan e nae khatam hotin....!",Anger
Agr koi lt0 sale krna chahta hay tk warranty m to contact kry\r\nOnly Lahore\r\n4,Neutral
agar koi v1 tk sale karna chahta h to cntct lahore and faisalabad,Neutral
good work are you from pakistan and all these in formation is correct...... i realliy want to see such places magar bahar sy,Happy
Lockdown extend hone wala hai,Neutral
Man khud bht impress hui thi turkey ki qom c. Lekin na he to hm Turkish hn or na he hmare dmagh un logo jaisy khuly hn. Isliye pehle jahalt khtm krni zaroori ha.,Neutral
Bhai ap pakistan ke best toutuber ho i hope that ke ap ko million subscribers jaldi mil jaye main ek hindu huin but pakistan main rehta huin aur pakistan se hee pyaar karta huin,Happy
": lambi umr ki dua karke, jaan jokhim mein daala nahi karte.. hum vaada pura karte zuroor, par lockdown mein",Neutral
"Imran Khan's alwaysssss tweeting about india, itna focus apne mulk pe kiya hota to shayad humare halaat behtar hote.",Sad
Kya mobile nahi use kr skty?,Neutral
Meryy pass Qmobile Z9 plus ha Just jack change ha battery non original ha or nh chalataa bakii % ok ha ka mill jaye ga kisi ny lenaa ho to es number py rabtaa kr ly me from kamoke Lahore Gujrawal sheikhopura k log rabtaa kr.saktyy ha Mobile In Blue Color,Neutral
Uffff I really lvd this vdo. Ye apki st vdo ha jo mje boht zada pasand i ha. Plz asi he vdos or b share krty raho. Ye sai ma super duper vdo ha,Happy
I love your channel allah tumko kaamyabi de,Happy
Esi videos men maloomat men izafa hota he i love it,Neutral
Ab to adst si hai ki post ka intazr krny ki #aadeez ko #AtifaslampleasepostonInstagram,Neutral
